"code","name","definition_point","st_astext"
3201,"Benešov","POINT(14.686966681252828 49.781624795707124)","MULTIPOLYGON(((14.65715698652383 49.90988366395963,14.686915786861526 49.910613509676594,14.702086541367011 49.90176793265586,14.688047522397499 49.88565705509021,14.699301220734444 49.87607774642046,14.730019582430044 49.88578971134799,14.74596671739067 49.88413965161158,14.755464392684813 49.87361068587129,14.77919761071104 49.87387826238874,14.781044775406432 49.88506327508113,14.810079338579742 49.8916924358524,14.82506903170896 49.88453814795574,14.856836185324093 49.88607673459447,14.865487446884604 49.87462925114409,14.898510215870713 49.89424648570052,14.916829007451888 49.88833623561569,14.921131103202608 49.87540591787617,14.908125765237655 49.86845436538461,14.922951100381022 49.86554152335489,14.910022502225337 49.84531805201648,14.937575300579542 49.84042887467898,14.92695205999038 49.82352561592217,14.953492666415455 49.817238737566626,14.938972851002294 49.81027073701969,14.955513726051288 49.78736538306232,14.978395725341606 49.79451771972205,14.984144053544695 49.78884237947066,15.001821001228056 49.79055710310602,14.994003668347917 49.772999764669166,15.018079282383846 49.76650884198237,15.015686886543252 49.758422161758006,15.036469246951334 49.76016552582871,15.027502344347923 49.751714720355196,15.041000355309372 49.75354257481739,15.040783551761095 49.74397844549405,15.074612782557601 49.738501114282116,15.07046372727164 49.72924330564188,15.102010779356238 49.72099843580017,15.092232473075827 49.71556989472603,15.127494986710452 49.70633933924436,15.166207932411112 49.705822621873764,15.153132372297724 49.70090238509987,15.164926637886065 49.69358757569487,15.178283146316545 49.695803818611836,15.185178052233825 49.667434564279915,15.196304385113628 49.672883331425616,15.207529250414922 49.66272999638159,15.234720600570975 49.66521138372276,15.250384254165901 49.6418733218672,15.24475441856946 49.62399784446705,15.221928334064375 49.61238890313127,15.200880489310244 49.61097848114625,15.188804587373726 49.62019777310422,15.180550202266465 49.609966950621924,15.170981455156252 49.614074080665105,15.164889604027957 49.588943041439514,15.146636109369641 49.602147266648615,15.112026383673152 49.604541009443885,15.11750478414968 49.61036168578059,15.055879415785899 49.59407098502881,15.03617332100642 49.601504233417835,15.021300050314156 49.59680377431146,15.003111592156221 49.60785185766656,14.981820153932926 49.60595315752477,14.968967895212499 49.59577005399096,14.99327288890019 49.58181609149345,14.93959355395027 49.57983567563953,14.93556382637096 49.567363011665336,14.946438330197685 49.55673612575374,14.932768727516796 49.557506376917836,14.932006217133894 49.54937927435886,14.90988026030229 49.54305908048143,14.891419782235351 49.55315020726794,14.883083198783032 49.57557847102771,14.875459604640199 49.572593390430335,14.87017976731961 49.58461432667563,14.877658801485357 49.586894016450884,14.855018262668294 49.587702335561424,14.845146220738796 49.57612572632398,14.813777756475341 49.60228169779978,14.779513870006422 49.60468921165701,14.76634201612326 49.62111325683141,14.763154960383767 49.609847175433785,14.741364219626771 49.60352979061735,14.746128857956101 49.59546628492878,14.724130581422413 49.59247491651389,14.73400725182496 49.586818391199216,14.719535780667446 49.569458658080464,14.737220297541072 49.548499276669666,14.709819379615801 49.540777208362506,14.693848278038345 49.54429361632507,14.65082691025643 49.51939195980395,14.648026314412752 49.50312404065463,14.631655017749113 49.51928029716065,14.573518871142367 49.52160886774574,14.5905466836032 49.53391289651634,14.589148934774164 49.54629806770159,14.599561197680323 49.54536344833446,14.58781422904459 49.55952252907755,14.59646662019984 49.55909410451242,14.583043933668096 49.568694906998346,14.568624523584875 49.60398790452218,14.547527889290707 49.61518887695839,14.52008314458674 49.61324068339893,14.516251064454194 49.62540567611929,14.530258621699515 49.629341316234665,14.513984221830688 49.63296715346981,14.520380807308623 49.64013826147777,14.500030911725073 49.65437467937598,14.526661031898183 49.66415108547609,14.519243771296644 49.674604170746456,14.531244061375467 49.67458009974105,14.532625633005962 49.683467081424055,14.523779965837273 49.67950290928145,14.506803760652039 49.71584363056385,14.480011523935602 49.71213304152856,14.479449294752424 49.70057668237075,14.465822671415783 49.700778068420426,14.460948577004128 49.718317135211194,14.434867564270343 49.72297202828205,14.436924296234183 49.735801826750915,14.426688053250452 49.72844341503421,14.408657682518271 49.73473495505466,14.412732686647038 49.74800522104164,14.40457844920548 49.752585817532925,14.428802311306265 49.75721272234821,14.408958974870526 49.76819251633432,14.4110810488853 49.79184575421193,14.432133661358902 49.79444943122367,14.421568389507495 49.80958915907282,14.426830350485695 49.82229865863237,14.445732337566662 49.82164874070331,14.442658706196157 49.83097608714785,14.453741109932364 49.83315867312061,14.445216264106193 49.83987971749964,14.450222521258736 49.85036258443769,14.440778782757311 49.856933640975356,14.426771296655614 49.852440145788925,14.430370642226732 49.86041669590059,14.464148247763836 49.85893486018289,14.475198456880612 49.86628021564751,14.479114268863185 49.85370852341155,14.503263277353675 49.85248051066373,14.508569726658788 49.85857818174017,14.530685893330439 49.858303124040084,14.528382926376146 49.88112467546072,14.58351196813594 49.880949135041675,14.582614932188328 49.88808059382864,14.59791487397827 49.882531606675144,14.609871400277536 49.886548749953434,14.615214561340542 49.87814331308688,14.627704810292562 49.8909426347324,14.651390178423556 49.87581070841733,14.67091071200218 49.89287753215248,14.65715698652383 49.90988366395963)))"
3202,"Beroun","POINT(14.071995783076378 49.96382355541077)","MULTIPOLYGON(((14.076955915561703 50.05509467747934,14.086489654330798 50.05793092844803,14.100997529753062 50.04804935745966,14.103433268134012 50.05600842492636,14.124161621165417 50.05236126561306,14.12414549997964 50.04434325850033,14.15053155580395 50.03227170254768,14.149314217413329 50.023133858976166,14.161450879176003 50.02697701572158,14.173395274358318 50.01512918673479,14.192601593131483 50.015122618955985,14.17816662319188 50.00257830541093,14.19758244767681 50.000141384645104,14.19560275346274 50.00771054010711,14.221937190767704 50.00985524059145,14.229824864502714 50.0024541179813,14.217067892334839 49.99228023609199,14.255526075327596 49.98011070049625,14.236510449505605 49.97579352961392,14.248882992941514 49.96931943742405,14.236514030962152 49.96360899981821,14.24713438961713 49.96061247350745,14.241552733666735 49.95396869399061,14.260018681652557 49.951388679098514,14.255716161758006 49.94381078230494,14.264219806019934 49.94052241343311,14.242517674562354 49.92617460405482,14.235872754131965 49.93464267048257,14.225575055269966 49.930510601658675,14.23451233074377 49.92124628758625,14.219386708403647 49.92065122668719,14.225698318745248 49.91602784132019,14.211740266977225 49.910959835390905,14.214896622977642 49.88983211460203,14.187226553599938 49.86528688931703,14.149329359618466 49.86544365617705,14.132746840922206 49.845239431618914,14.099604648428919 49.8276553625323,14.100767940656986 49.81152153101645,14.084634791017193 49.815521854945345,14.064774185280232 49.8022573016599,14.079627613622215 49.790616078836614,14.069681630584569 49.79180415101145,14.054709038061425 49.778159697598475,14.037622010620701 49.79539951895091,14.012272022937436 49.78923927040692,14.006750787964569 49.811680896645,13.981613443535986 49.8277293810088,13.965555802557486 49.81264561161364,13.928993571468359 49.80529803558039,13.916817717865383 49.783338730861985,13.927524063107757 49.778741435357865,13.928858520602104 49.76516782755055,13.890484279063799 49.74792172062395,13.900930741390672 49.73339805871989,13.882173571995459 49.72614929379883,13.871552622164055 49.73629416132141,13.864926928239086 49.714689108192026,13.837585573605766 49.705657221236336,13.812830319349482 49.76093741077131,13.798545193216665 49.76550596449391,13.781603483166505 49.759824126927015,13.799875669837041 49.78145420251172,13.789132972169165 49.80148582443598,13.808972974720435 49.812411103251236,13.797001993821427 49.8297917214783,13.806437304406886 49.83664684244568,13.797503079801968 49.84462712262511,13.81309656916814 49.85362757354227,13.808302035270472 49.8679463392899,13.834306983875456 49.86768528362183,13.81832906693692 49.908849749716325,13.820149317219803 49.92308432451752,13.833156047092423 49.92778009843059,13.808975894218555 49.927238327926055,13.819827130351028 49.943596241571576,13.798730418640396 49.94872031480188,13.798949082695614 49.957766866588514,13.824335769618429 49.968495632392134,13.863161786612611 49.966875231078824,13.875902601048162 49.95770218112232,13.915271642662455 49.957771064483026,13.910983807371174 49.96689213843052,13.923089167863166 49.977614025426654,13.91269047721879 49.978756851335184,13.950593627525214 50.00559070667224,13.93580743826674 50.009583478542595,13.94148480283787 50.02025322353391,13.953884079368438 50.02161681356422,13.967540080090487 50.00742429235342,13.981040031240916 50.00681216481255,13.994043697472556 50.012417118285605,13.990434299595641 50.029265002436254,14.0151070907752 50.03764686779648,14.026655063512871 50.051366799224304,14.076955915561703 50.05509467747934)))"
3204,"Kolín","POINT(15.20056708854115 50.028136209889915)","MULTIPOLYGON(((15.284268534787666 50.14972510703944,15.299934343060658 50.159518466333004,15.331428678261632 50.14594443564787,15.381872513763271 50.14555510314509,15.403252718684467 50.13498236986963,15.403561013484925 50.14104654461747,15.415395358968137 50.1404657916572,15.424253778310419 50.13021536963321,15.448003723290682 50.124551236875774,15.432382260052467 50.1108281668494,15.437239595433994 50.101709274037894,15.425486238372324 50.09920971871936,15.413926006970883 50.107696743640105,15.39911835307239 50.0954998419188,15.42800073031841 50.08806612639536,15.404251803016814 50.08604248330346,15.412581281405203 50.0630553927228,15.375337590236786 50.05573770734869,15.402594129240073 50.04654212865325,15.362810707024265 50.04108764524796,15.402277550221456 50.01833465831177,15.340518619080862 50.033930105592695,15.333942656811423 50.02443638989797,15.310066473540836 50.022349766716715,15.327833982725423 50.01296852065285,15.309587274325892 50.006817434797156,15.324991996972205 49.994369377641725,15.3066271312576 50.00102831362132,15.297797207453355 49.99663685759912,15.294283636009107 50.004115742406164,15.271371563611508 49.99747548196848,15.26736899145527 49.990866494286124,15.278239379994817 49.98826657434925,15.26726457354939 49.98810455999941,15.257690034858918 49.966436074108856,15.242517260452106 49.98176641244291,15.22654113626348 49.97596013894783,15.222999701533784 49.962230050827024,15.186202468472954 49.95302295801385,15.166262523838295 49.96308221857713,15.151736079541951 49.953112790279526,15.1274707516251 49.95567433537965,15.110258019129144 49.94207116977584,15.114472684327763 49.93452085829805,15.1029768672607 49.93141338758581,15.103517162683197 49.9187589792658,15.079631517316535 49.92309652672739,15.07472686284381 49.915493685638125,15.055123117686476 49.914843770493775,15.029289407273119 49.92658180232309,15.011618736028293 49.87968926814486,14.995848309813782 49.880290000953295,14.984136642532606 49.90082953286273,14.967456871252695 49.89258681841004,14.955579450605365 49.896172996906095,14.947243975864222 49.88803592146641,14.9356591804347 49.8951211069699,14.93304839032213 49.91685498795723,14.917529989425338 49.922577596607965,14.905315217750822 49.916377387742074,14.896474152936454 49.92344569301208,14.886472198146308 49.937537870651155,14.905256813599525 49.951465331833994,14.918405054426756 49.95245291919175,14.92329499822963 49.93913826775621,14.93369460823445 49.93907215488604,14.924351139531682 49.94201444695772,14.942538017082985 49.98890505409807,14.920357870460162 49.9835777475955,14.918009398781924 49.991180846936906,14.89028737288499 49.99200826224216,14.883543275815729 50.00786815803269,14.86823053112675 50.00960707889898,14.86717245921836 50.03177683538744,14.850930008884264 50.03002791848509,14.854370021419024 50.01615345089657,14.836237782088059 50.01196790814274,14.831085009252195 50.01728965387876,14.807873661403073 50.0060326130293,14.80272734725438 50.013681988437625,14.769657401290818 50.01017446184066,14.76241687821112 50.023136944544994,14.751031417618274 50.02331184226837,14.754623833864105 50.05293738714003,14.746037128318148 50.06468331698138,14.753979108488496 50.06951078170399,14.738515478196232 50.07088126609553,14.750121597548326 50.0801761321522,14.73051992755055 50.08684297847502,14.78983547153897 50.11615242956447,14.864071154861419 50.09648154339894,14.902612933010449 50.10416981642868,14.897380567116501 50.11012073397434,14.913761196438662 50.1192286880549,14.939634141305849 50.12191497776166,14.947437736146659 50.11125331261928,14.93209396951744 50.1066864734507,14.924977410524162 50.09177039145139,14.948044364130748 50.09317597099805,14.948146681423646 50.08763079071019,14.953467537150429 50.09727096884285,14.962435829304356 50.09592693576538,14.959650574008982 50.10524253827592,14.998136744967171 50.096700733657514,15.004590397873576 50.11624767135655,15.026493373173562 50.11136531619991,15.0343111730867 50.1170372613525,15.045717414658958 50.11495106288947,15.04588340343702 50.102004540242866,15.073627162103264 50.10601787284067,15.068618703300356 50.097360156676,15.10132015097156 50.092210576093386,15.108674757870794 50.082546099119234,15.120527821831287 50.101684082567594,15.131355358455515 50.09624140062088,15.15818698005913 50.10005346683063,15.168958708355149 50.09149641931004,15.176001814383271 50.103284320109836,15.19122397304489 50.1027417125002,15.185235881393405 50.10975659782335,15.21443581921769 50.10940941038258,15.24328117686186 50.09883594379109,15.243593286476814 50.10608434627418,15.27008011432042 50.107084589820225,15.284888045628822 50.123090236084245,15.266825700484928 50.13758596036952,15.283882682525796 50.14612781192344,15.269387635961326 50.15115592133298,15.284268534787666 50.14972510703944)))"
3205,"Kutná Hora","POINT(15.268163913377533 49.94838849987507)","MULTIPOLYGON(((15.331651732062157 50.02379049186638,15.338923564551086 50.033381715452464,15.353276856717745 50.03457214815071,15.394221484340873 50.01624533616573,15.408101952097104 50.021825948744464,15.430905566307752 50.01675382431241,15.420076246264639 50.0117633761756,15.428402419303778 50.0083782538442,15.460269510746928 50.010182490406,15.45935499109075 49.99747924793163,15.468822810788517 50.006926055326126,15.474016540318562 49.99429895340412,15.461086563148267 49.98722482676791,15.531529440470365 49.961685645317225,15.530859705634253 49.947717092161994,15.516038235494811 49.9411120801646,15.535133776214245 49.92669170506317,15.518262701121888 49.91149238158612,15.520548318000857 49.90193551733636,15.497663228154828 49.897901137673855,15.504700692735584 49.874460974254944,15.49201539451234 49.85014780956542,15.474449609930705 49.851024101548326,15.463846461261202 49.83822941692132,15.446757180436478 49.845269575342215,15.416380179570867 49.82770530143121,15.43598902192938 49.79922040961989,15.421648057782448 49.79186101527809,15.395171696934835 49.79723057111345,15.39129987028305 49.792568516929435,15.38222198368456 49.799861226868366,15.367246481705097 49.77567731604407,15.284585466548455 49.7649351099028,15.264547412482855 49.750931589592625,15.250161264281815 49.754010349179595,15.253843488711775 49.76311516541745,15.224972785157602 49.75703405912872,15.21705251329392 49.725892184768654,15.164926637886065 49.69358757569487,15.153079613589687 49.70273010054371,15.166207932411112 49.705822621873764,15.127494986710452 49.70633933924436,15.092232473075827 49.71556989472603,15.102010779356238 49.72099843580017,15.07046372727164 49.72924330564188,15.074612782557601 49.738501114282116,15.040783551761095 49.74397844549405,15.041000355309372 49.75354257481739,15.027502344347923 49.751714720355196,15.036469246951334 49.76016552582871,15.015686886543252 49.758422161758006,15.018079282383846 49.76650884198237,14.994003668347917 49.772999764669166,15.001821001228056 49.79055710310602,14.984144053544695 49.78884237947066,14.978395725341606 49.79451771972205,14.955513726051288 49.78736538306232,14.938972851002294 49.81027073701969,14.953492666415455 49.817238737566626,14.92695205999038 49.82352561592217,14.937575300579542 49.84042887467898,14.910022502225337 49.84531805201648,14.922970510227872 49.86648760764244,14.90802649132881 49.86906877309104,14.921626100972324 49.878461008087875,14.904279720946619 49.89273314669957,14.920157708587874 49.90427009935103,14.913801229908385 49.91066539478193,14.932349593308565 49.91699443433177,14.93845511919463 49.89176433863618,14.952870657639037 49.88832301681711,14.955579450605365 49.896172996906095,14.967456871252695 49.89258681841004,14.98467555523661 49.900741577842254,14.995848309813782 49.880290000953295,15.011847432238799 49.87975855902893,15.029289407273119 49.92658180232309,15.055123117686476 49.914843770493775,15.07472686284381 49.915493685638125,15.079631517316535 49.92309652672739,15.103517162683197 49.9187589792658,15.1029768672607 49.93141338758581,15.114472684327763 49.93452085829805,15.110258019129144 49.94207116977584,15.1274707516251 49.95567433537965,15.151736079541951 49.953112790279526,15.166262523838295 49.96308221857713,15.186202468472954 49.95302295801385,15.222999701533784 49.962230050827024,15.22654113626348 49.97596013894783,15.242517260452106 49.98176641244291,15.257690034858918 49.966436074108856,15.26726457354939 49.98810455999941,15.278239379994817 49.98826657434925,15.26736899145527 49.990866494286124,15.271371563611508 49.99747548196848,15.294283636009107 50.004115742406164,15.297797207453355 49.99663685759912,15.3066271312576 50.00102831362132,15.324991996972205 49.994369377641725,15.309587274325892 50.006817434797156,15.327610079950958 50.013351952756146,15.309335041891476 50.019401268140825,15.322223824353257 50.02679259008391,15.331651732062157 50.02379049186638)))"
3206,"Mělník","POINT(14.474106805479423 50.350496933045164)","MULTIPOLYGON(((14.455331080289518 50.496951478381774,14.47395517158534 50.49930591833649,14.472679151363872 50.50925655273866,14.501025364595757 50.49194878926297,14.507470479153142 50.507562682397435,14.523860293033996 50.511063295715566,14.53296934795794 50.49743880529441,14.547140940411609 50.4958326452868,14.54903422434408 50.50425295538924,14.578274602882788 50.511086691263074,14.575117855777528 50.49308593530344,14.5898450099327 50.4737342197381,14.593147353779592 50.4789673561581,14.610195000226721 50.471900378822646,14.632648257366899 50.48715914066984,14.64904713813252 50.47937265278502,14.648640270695733 50.484924148699136,14.676971912203735 50.48653364990418,14.692327675803657 50.48009287216534,14.717630430012983 50.46289937360642,14.687082314434424 50.465452607477985,14.684764091883212 50.44485116793201,14.66896509167971 50.43851415128819,14.72268736340172 50.40199049956104,14.713374133787408 50.38762441590796,14.700403950090182 50.39262551063347,14.695154292446441 50.38335597124804,14.740189356777623 50.3617936763821,14.73262916567917 50.347906340010866,14.718901658020101 50.34793333578182,14.712793471983293 50.33908692639946,14.68962066227004 50.343777452234654,14.68072331002026 50.33695614366354,14.649412200410946 50.334652156850765,14.639154291308724 50.31597373693226,14.659553964029119 50.31061919525201,14.638571894319963 50.300353170596026,14.66314249559318 50.29246182399278,14.644680759257941 50.27733085398239,14.628446163372251 50.28066223191712,14.635239769590482 50.26801871168999,14.601733761249065 50.24042896164436,14.615368679376148 50.23388333641724,14.604284366955444 50.223145980132074,14.611672853522737 50.22080547065361,14.589463675364438 50.20652952853132,14.561010046341954 50.219293247102634,14.495106443077002 50.226637100191425,14.484486743756822 50.23357648514969,14.489414214898668 50.24282798630546,14.468604278688142 50.24009376538136,14.463907980904143 50.25405512128704,14.451066740884132 50.24692594141673,14.441203524829474 50.251964628827665,14.427353411630145 50.238946687474524,14.407311478308117 50.26079798327473,14.38784125085802 50.251219800478815,14.39812889776116 50.21893660571421,14.378316788469801 50.2246571605929,14.375475096142527 50.21522679841664,14.360617191829501 50.21536393343502,14.360873955033117 50.206247739069674,14.340112458093573 50.21395286064381,14.309860174479553 50.20871043234039,14.288260370060481 50.21327515191739,14.280924165041828 50.22394537732352,14.226721105274247 50.229771079244635,14.221279556901496 50.23578037639879,14.23846375459725 50.244123508136106,14.238842516319478 50.25889889155473,14.270509578523818 50.26053929183255,14.267149994717276 50.26738440019728,14.282488636594017 50.26886624562654,14.306315680606279 50.299058131998294,14.299438740170492 50.313860623507274,14.286171697905557 50.31570843451344,14.290872983740064 50.32693568887013,14.260003049638598 50.32063001598243,14.253259682097937 50.33595179730951,14.274482047386941 50.35474500674336,14.295245240004958 50.349114543581685,14.328746791144765 50.35762052408158,14.35155102383369 50.34892417336374,14.36711653245732 50.3520285842005,14.367235945894919 50.37729848658941,14.377533697498876 50.37598590403371,14.379631317096413 50.395063378793985,14.363169246832028 50.40633455037235,14.377680024032859 50.41050953685757,14.359833304256675 50.429835593039485,14.377992861815057 50.436112112005276,14.41638944139061 50.420727125858924,14.422413033149407 50.428020565660574,14.410043585971742 50.43092737941212,14.42629969869756 50.43992394644134,14.423451844112858 50.4532880797406,14.442348657792486 50.44668212829431,14.447597673365603 50.45415702676356,14.47320565317889 50.44927947687656,14.472501041512364 50.47412003780865,14.455331080289518 50.496951478381774)))"
3207,"Mladá Boleslav","POINT(14.90318434351048 50.411351372175616)","MULTIPOLYGON(((14.910324403077773 50.61505903571949,14.932467740089155 50.6172432047514,14.930652064875877 50.607336722210746,14.949775819300914 50.60660169769228,14.956833624610516 50.59909375254364,14.94528733577026 50.59879029649546,14.967960556939943 50.59202580584182,14.976834215594815 50.60634192385428,14.993441604035336 50.59963244814326,15.004482482458211 50.603970300465086,15.016767236747432 50.58681553308941,15.03615367167652 50.58051231940511,15.039485923424332 50.565462615483696,15.0641817248917 50.57103287369166,15.095233968336556 50.554255213819054,15.09764690584705 50.53456267004128,15.146769678115653 50.523054007796716,15.140937795170338 50.51341500296757,15.113332092126788 50.50523764524115,15.134323826394377 50.48950138884489,15.127969807212727 50.4799762316962,15.14474453948399 50.475049253708384,15.135069545997691 50.47222465532504,15.129587253866559 50.45052296976715,15.148886000833413 50.44674318177115,15.151675844396284 50.42860210695911,15.162302937764279 50.427262477800795,15.155081975674003 50.40750816812573,15.136959819520232 50.40396159229873,15.144065072058245 50.387585569264004,15.117885221875074 50.38889920548875,15.104230752609471 50.376105275031165,15.13166931181652 50.363088755843414,15.120556768532817 50.35927171912396,15.122173115012863 50.34348383530959,15.113026786663708 50.345914615186686,15.098290179513452 50.335996273183525,15.090304814997493 50.343967199619954,15.068862601687302 50.34263739740752,15.05759290354085 50.336304868639516,15.072014043661275 50.32405394494945,15.053288578734916 50.32470155395699,15.055749203224956 50.31649073891027,15.036618218101392 50.31619263269312,15.04580975654868 50.30635174263227,14.996158977721175 50.30199943073701,15.004824939315105 50.29492574981504,14.978353612989228 50.264792401364296,14.981812865975401 50.24436564481814,14.931958399883962 50.245842623469876,14.892544725995736 50.26040451737464,14.870961614760697 50.25553064188277,14.860257316596964 50.265378651179624,14.828757302637499 50.26641088683856,14.825216146399143 50.258644299610644,14.814639394464626 50.26173944384699,14.812330248536759 50.25632779844296,14.82457388167089 50.256784303990614,14.81166234861101 50.25200671741657,14.819321538760477 50.24781887973035,14.781746560972135 50.24212392605738,14.774489226222606 50.22172435901424,14.783154503028722 50.213899202541114,14.750281241306533 50.188719407272735,14.714700106025203 50.18639933497565,14.700903950278978 50.202676403114324,14.707535891686055 50.205832675973014,14.69542101133217 50.20858806134465,14.74603539695345 50.243899742126324,14.745059613833982 50.26387313538727,14.720666777390491 50.272928321132575,14.717163142881292 50.28385926260573,14.694735897567691 50.282604226855966,14.698115815292462 50.289240422119136,14.638571894319963 50.300353170596026,14.659553964029119 50.31061919525201,14.639154291308724 50.31597373693226,14.649412200410946 50.334652156850765,14.68072331002026 50.33695614366354,14.68962066227004 50.343777452234654,14.712793471983293 50.33908692639946,14.718901658020101 50.34793333578182,14.730268522568531 50.345676703167406,14.740224784253865 50.36175905629652,14.69543633087002 50.38270743821342,14.700403950090182 50.39262551063347,14.713374133787408 50.38762441590796,14.72268736340172 50.40199049956104,14.66896509167971 50.43851415128819,14.684764091883212 50.44485116793201,14.687082314434424 50.465452607477985,14.717630430012983 50.46289937360642,14.69370232186344 50.47668685745456,14.688195317782407 50.49166910246508,14.719116588957375 50.498536747610224,14.725961506788508 50.52018667934604,14.753651297899241 50.51845027811776,14.750443868575605 50.556820991475995,14.80233855123156 50.55033153858164,14.82675353808942 50.538348439833115,14.852892702474742 50.55252725640982,14.859110143274686 50.558868662768106,14.847105395145647 50.57199711994354,14.908652714942097 50.58646208486726,14.895282806219125 50.60175057757836,14.917357922763294 50.60681191945861,14.910324403077773 50.61505903571949)))"
3208,"Nymburk","POINT(15.04167122978031 50.18605452722585)","MULTIPOLYGON(((15.126817835258468 50.34932101862203,15.15405532850681 50.33906517474936,15.167021885474911 50.34670518042622,15.188705730269193 50.33988398144837,15.18095510310333 50.3282383713962,15.192950760929271 50.33177767980235,15.217798740887735 50.318076092849445,15.203611314609308 50.308979923032375,15.206203358608676 50.29688864081933,15.232089333452652 50.287048221655944,15.264294118173474 50.29430180170894,15.306834022136691 50.28121008706003,15.31888006767115 50.29214124878505,15.351095919220057 50.30091735321669,15.355791667827717 50.29044011370696,15.377748645203097 50.28494266180661,15.384297344795733 50.25490106631312,15.367196552139495 50.24720085951141,15.37079155166576 50.22668556275484,15.391290749518033 50.2177990772219,15.397464393711953 50.19860147952106,15.37805957741104 50.17261783863221,15.356039146501862 50.16606255154716,15.37400482864658 50.155777500123286,15.345499015365066 50.145552627902156,15.299934343060658 50.159518466333004,15.280871745518407 50.14812062999658,15.270198553661542 50.15151758518785,15.283882682525796 50.14612781192344,15.266825700484928 50.13758596036952,15.284888045628822 50.123090236084245,15.27008011432042 50.107084589820225,15.243593286476814 50.10608434627418,15.24328117686186 50.09883594379109,15.21443581921769 50.10940941038258,15.185235881393405 50.10975659782335,15.19122397304489 50.1027417125002,15.176001814383271 50.103284320109836,15.168958708355149 50.09149641931004,15.15818698005913 50.10005346683063,15.131355358455515 50.09624140062088,15.120527821831287 50.101684082567594,15.108674757870794 50.082546099119234,15.10132015097156 50.092210576093386,15.068618703300356 50.097360156676,15.073627162103264 50.10601787284067,15.04588340343702 50.102004540242866,15.045717414658958 50.11495106288947,15.0343111730867 50.1170372613525,15.026493373173562 50.11136531619991,15.004590397873576 50.11624767135655,14.998136744967171 50.096700733657514,14.959650574008982 50.10524253827592,14.962435829304356 50.09592693576538,14.953467537150429 50.09727096884285,14.948146681423646 50.08763079071019,14.948044364130748 50.09317597099805,14.924977410524162 50.09177039145139,14.93209396951744 50.1066864734507,14.947437736146659 50.11125331261928,14.939634141305849 50.12191497776166,14.913761196438662 50.1192286880549,14.897380567116501 50.11012073397434,14.902612933010449 50.10416981642868,14.864071154861419 50.09648154339894,14.80318686978773 50.11514924099901,14.790984425624286 50.11221373097892,14.79594898969906 50.12215900008255,14.786019374732955 50.130416988067466,14.831669512198436 50.12861657346882,14.816495970758853 50.13915563712954,14.825520485978137 50.147278176585885,14.803429737024022 50.15219408400284,14.793919680385983 50.17889376438003,14.774997415250015 50.18253752185877,14.768017489416067 50.207143442038756,14.783154503028722 50.213899202541114,14.774489226222606 50.22172435901424,14.781964341798622 50.24229210697765,14.819321538760477 50.24781887973035,14.81166234861101 50.25200671741657,14.82457388167089 50.256784303990614,14.812330248536759 50.25632779844296,14.815822559017853 50.26288113205185,14.825216146399143 50.258644299610644,14.828757302637499 50.26641088683856,14.850556743907637 50.26363176552564,14.84833645699434 50.2679125661117,14.870961614760697 50.25553064188277,14.892544725995736 50.26040451737464,14.931958399883962 50.245842623469876,14.981812865975401 50.24436564481814,14.978353612989228 50.264792401364296,15.004824939315105 50.29492574981504,14.996158977721175 50.30199943073701,15.04580975654868 50.30635174263227,15.036618218101392 50.31619263269312,15.055749203224956 50.31649073891027,15.053288578734916 50.32470155395699,15.072014043661275 50.32405394494945,15.05759290354085 50.336304868639516,15.068862601687302 50.34263739740752,15.090304814997493 50.343967199619954,15.098290179513452 50.335996273183525,15.126817835258468 50.34932101862203)))"
