"district_code","person_count","year"
3606,"179537",2022
3208,"83982",2003
3408,"49489",2020
3208,"97204",2015
3208,"82898",2001
3607,"79383",2019
3209,"198312",2022
3806,"177236",2010
3405,"189747",2017
3801,"99985",2001
3402,"95321",2010
3402,"95452",2008
3602,"163671",2018
3302,"61635",2009
3503,"124856",2003
3601,"94579",2016
3705,"193330",2012
3709,"109539",2011
3605,"107973",2021
3610,"118240",2018
3610,"117414",2020
3708,"103445",2021
3401,"53623",2007
3404,"88021",2006
3604,"77066",2003
3507,"85844",2001
3708,"105670",2017
3606,"160366",2005
3306,"51528",2004
3713,"113538",2015
3703,"231056",2022
3808,"130515",2017
3811,"40486",2011
3209,"113091",2004
3713,"113797",2017
3207,"124943",2013
3808,"131646",2014
3809,"124513",2008
3203,"160767",2013
3205,"74495",2015
3809,"124246",2010
3707,"112501",2009
3406,"69123",2017
3410,"51404",2004
3811,"41891",2005
3603,"103945",2015
3802,"213686",2017
3708,"107795",2001
3610,"121290",2000
3302,"61320",2020
3206,"101330",2009
3302,"61261",2007
3209,"106292",2001
3402,"93735",2006
3404,"86336",2018
3211,"115104",2019
3703,"203216",2010
3806,"176385",2017
3810,"142917",2015
3410,"52868",2014
3701,"108248",2016
3403,"114995",2022
3305,"72525",2022
3803,"255945",2014
3404,"87340",2012
3801,"90971",2020
3801,"92018",2018
3605,"110518",2016
3205,"74585",2007
3307,"69406",2004
3605,"112294",2010
3210,"152285",2020
3506,"119357",2022
3302,"61231",2012
3212,"52612",2003
9999,"1165581",2003
3714,"118550",2013
3704,"114801",2021
3806,"177079",2012
3403,"114818",2019
3405,"194280",2019
3301,"179326",2003
3808,"129925",2018
3810,"145366",2003
3303,"90279",2020
3805,"232474",2013
3810,"142577",2016
3609,"104934",2008
3410,"54336",2019
3308,"101363",2021
3408,"47770",2012
3211,"114778",2018
3707,"112264",2012
3703,"217720",2016
3403,"118825",2002
3811,"39910",2013
3611,"139026",2012
3403,"116364",2015
3606,"160212",2001
3608,"72701",2019
3706,"155431",2014
3501,"102026",2001
3307,"70772",2019
3804,"151566",2017
3201,"94091",2009
3210,"124799",2011
3714,"117164",2021
3304,"72411",2012
3209,"188384",2021
3202,"92353",2017
3712,"88057",2008
3208,"90097",2008
3408,"47358",2009
3711,"142434",2017
3204,"89613",2004
3408,"45574",2002
3801,"89834",2022
3708,"108315",2000
3805,"228831",2005
3409,"93028",2008
3304,"72339",2005
3809,"122372",2011
3805,"233192",2014
3807,"333579",2010
3607,"78640",2005
3611,"138751",2013
3509,"128610",2018
3402,"91540",2018
3301,"178804",2000
3504,"91949",2009
3305,"71067",2017
3306,"51477",2003
3707,"109796",2003
3303,"92754",2001
3804,"151835",2005
3703,"226442",2020
3403,"119923",2008
3303,"92846",2002
3211,"109894",2004
3604,"79168",2013
3503,"125231",2005
3407,"79979",2019
3708,"107320",2011
3803,"283317",2000
3604,"77368",2002
3811,"40189",2012
3804,"151960",2012
3704,"114978",2013
3611,"138250",2022
3406,"62810",2000
3805,"228922",2003
3610,"120193",2009
3308,"102657",2001
3507,"87040",2022
3811,"41565",2007
3206,"109987",2020
3802,"212347",2021
3609,"105209",2010
3803,"263075",2011
3509,"128476",2016
3406,"65759",2007
3807,"316149",2022
3202,"78458",2005
3713,"112403",2004
3404,"86452",2016
3701,"105116",2006
3505,"174811",2018
3209,"121085",2006
3506,"113443",2006
3204,"98950",2015
3304,"73590",2000
3212,"52407",2002
3712,"91133",2016
3604,"77524",2001
3303,"90835",2017
3804,"152502",2001
3712,"87519",2007
3608,"72461",2018
3409,"93081",2007
3204,"107268",2022
3802,"209326",2005
3210,"128326",2012
3507,"85830",2002
3504,"90361",2006
3304,"73017",2009
3401,"52721",2002
3504,"91552",2013
3709,"110159",2008
3208,"88758",2007
3505,"163146",2000
3506,"114332",2000
3811,"41827",2006
3507,"87263",2009
3502,"129542",2019
3702,"377508",2013
3410,"51329",2002
3201,"93403",2008
3806,"177040",2003
3801,"98173",2006
3807,"312104",2021
3401,"55350",2018
3201,"90554",2001
3204,"101743",2018
3601,"95176",2022
3206,"109302",2019
3304,"72875",2010
3806,"176742",2015
3503,"124946",2019
3404,"88641",2010
3304,"72298",2020
3209,"135484",2008
9999,"1280508",2016
3802,"212987",2014
3405,"188407",2021
3807,"328323",2012
3606,"168569",2013
3204,"98254",2014
3808,"134599",2003
9999,"1267449",2015
3406,"63073",2001
3306,"50978",2019
3808,"129512",2019
3704,"114940",2012
3808,"128901",2020
3709,"108793",2015
3609,"104622",2013
3303,"93180",2010
3709,"108587",2018
3611,"138481",2014
3805,"229171",2006
3610,"118752",2016
3210,"83894",2001
3303,"90692",2019
3206,"94657",2001
3608,"72617",2015
3306,"50700",2017
3503,"125758",2011
3307,"70687",2007
3712,"91645",2018
3802,"212537",2013
3809,"122735",2013
3702,"379527",2017
3608,"73613",2000
3713,"112311",2000
3210,"112211",2008
3406,"70131",2020
3301,"195533",2021
3301,"189861",2014
3708,"104522",2022
3307,"70697",2016
3708,"107789",2007
3701,"107354",2012
3809,"120711",2018
3808,"134722",2008
3401,"55504",2019
3712,"86490",2003
3404,"88721",2009
3708,"105343",2019
3504,"91460",2011
3210,"137523",2015
3802,"213628",2016
3501,"104144",2009
3302,"59817",2002
3410,"53005",2016
3607,"79198",2008
3707,"111257",2007
3712,"90815",2015
3809,"124475",2007
3808,"133932",2010
3605,"112423",2003
3506,"119655",2018
3208,"97758",2016
3610,"119900",2012
3704,"112947",2003
3802,"213260",2015
3608,"73139",2009
3705,"192458",2019
3206,"105594",2015
3804,"151737",2016
3205,"74389",2006
3608,"72689",2016
3707,"116041",2022
3207,"112946",2002
3401,"53102",2006
3302,"61001",2006
3705,"192528",2016
3208,"95161",2012
3510,"117525",2001
3810,"143205",2014
3809,"125572",2003
3706,"157084",2008
3714,"119034",2022
3711,"144203",2010
3503,"124600",2020
3503,"126353",2008
3307,"69842",2000
3611,"137660",2003
3801,"97868",2008
3808,"135375",2001
3302,"62038",2022
3704,"112920",2005
3801,"97633",2009
3801,"98957",2004
3402,"92637",2003
3303,"91778",2014
3509,"127681",2022
3810,"142521",2018
3503,"125104",2004
3401,"55268",2020
3809,"125706",2002
3407,"74003",2008
3602,"162808",2014
3702,"396101",2022
3708,"108036",2009
3204,"93140",2007
3404,"87814",2000
3405,"201517",2022
3809,"120417",2019
3401,"52858",2005
3410,"51749",2005
3408,"45576",2003
3409,"88795",2017
3507,"86149",2000
3710,"114103",2004
3810,"144907",2009
3210,"106048",2007
3504,"91533",2020
3403,"119165",2007
3210,"131206",2013
3601,"95053",2012
3408,"47799",2013
3805,"234939",2018
3704,"114853",2011
3507,"86372",2017
3207,"123736",2011
3710,"111651",2016
3611,"137630",2001
3807,"322419",2017
3705,"188987",2021
3502,"132540",2012
3709,"108717",2022
3811,"38957",2016
3602,"160228",2002
3709,"109367",2004
3702,"377028",2015
3714,"118158",2019
3307,"70807",2010
3713,"113720",2010
3303,"93265",2009
3203,"162256",2015
3211,"109974",2005
3606,"159418",2004
3504,"91502",2014
3713,"112828",2007
3204,"89495",2003
3702,"373272",2001
3508,"112881",2016
3207,"126825",2016
3706,"156165",2012
3401,"54079",2008
3801,"92453",2017
3401,"54914",2015
3705,"191729",2011
3207,"114023",2004
3205,"74359",2012
3605,"111874",2012
3404,"88345",2007
3409,"91724",2011
3202,"100517",2022
3801,"95172",2013
3507,"85958",2004
3406,"64753",2006
3207,"130365",2019
3809,"125046",2004
3607,"78772",2016
3702,"377973",2016
3602,"164435",2020
3611,"138242",2018
3502,"134090",2005
3406,"67016",2008
3607,"78409",2003
